year,educ,meduc,feduc,age,agesq,kids,black,east,northcen,west,farm,othrural,town,smcity,y74,y76,y78,y80,y82,y84
74,10,5,5,36,1296,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0
74,12,8,11,42,1764,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0
74,12,8,8,44,1936,6,0,1,0,0,0,0,1,0,1,0,0,0,0,0
74,12,12,8,53,2809,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
74,12,8,8,54,2916,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0
74,12,4,5,42,1764,5,0,1,0,0,0,0,1,0,1,0,0,0,0,0
74,12,12,8,44,1936,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0
74,12,11,12,41,1681,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0
74,15,10,11,42,1764,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0
74,12,3,9,41,1681,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0
74,16,16,16,37,1369,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0
74,12,8,10,36,1296,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0
74,4,8,8,35,1225,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0
74,10,10,10,48,2304,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
74,8,8,7,46,2116,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
74,10,3,8,53,2809,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0
74,12,9,8,45,2025,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0
74,12,8,8,50,2500,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0
74,8,9,2,43,1849,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
74,16,16,16,48,2304,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0
74,14,12,14,37,1369,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
74,12,12,13,42,1764,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0
74,13,16,11,35,1225,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
74,5,0,0,51,2601,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0
74,12,3,5,38,1444,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0
74,12,6,6,37,1369,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0
74,16,4,4,52,2704,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
74,14,9,12,53,2809,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0
74,7,4,0,37,1369,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
74,10,0,0,50,2500,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0
74,12,7,12,39,1521,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0
74,8,8,10,40,1600,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
74,10,12,11,43,1849,4,0,0,0,1,0,0,1,0,1,0,0,0,0,0
74,6,3,5,44,1936,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
74,17,12,13,46,2116,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0
74,12,10,12,54,2916,6,1,0,0,0,0,0,1,0,1,0,0,0,0,0
74,12,12,14,35,1225,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0
74,11,8,8,44,1936,4,0,0,1,0,1,0,0,0,1,0,0,0,0,0
74,12,6,9,45,2025,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
74,12,8,8,46,2116,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0
74,12,8,8,38,1444,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0
74,12,8,12,44,1936,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0
74,13,10,11,53,2809,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0
74,16,6,12,43,1849,4,0,0,1,0,0,0,1,0,1,0,0,0,0,0
74,12,8,12,40,1600,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0
74,12,12,6,37,1369,4,0,0,1,0,1,0,0,0,1,0,0,0,0,0
74,12,8,8,38,1444,4,0,0,1,0,0,0,1,0,1,0,0,0,0,0
74,12,8,11,39,1521,4,0,0,1,0,0,0,1,0,1,0,0,0,0,0
76,12,12,12,51,2601,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
76,11,6,6,40,1600,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0
76,16,11,16,44,1936,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0
76,10,6,10,42,1764,4,0,1,0,0,0,0,0,1,0,1,0,0,0,0
76,12,12,12,53,2809,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0
76,16,6,12,36,1296,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
76,13,12,11,43,1849,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
76,12,14,7,39,1521,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
76,12,5,5,52,2704,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0
76,3,7,10,41,1681,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0
76,9,4,9,44,1936,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0
76,9,3,4,38,1444,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0
76,10,3,6,52,2704,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0
76,11,7,8,53,2809,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0
76,16,12,13,42,1764,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
76,16,12,14,36,1296,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
76,15,2,7,39,1521,4,0,0,0,1,0,1,0,0,0,1,0,0,0,0
76,11,6,12,49,2401,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
76,13,13,13,48,2304,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0
76,18,14,16,37,1369,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
76,15,6,6,39,1521,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
76,11,3,5,37,1369,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0
76,12,6,12,35,1225,4,0,1,0,0,0,0,0,1,0,1,0,0,0,0
76,19,17,16,48,2304,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0
76,16,3,8,37,1369,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
76,10,0,8,49,2401,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0
76,20,20,10,39,1521,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
76,10,8,8,54,2916,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0
76,12,8,8,36,1296,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0
76,12,12,12,39,1521,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0
76,12,12,8,46,2116,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0
76,12,5,8,51,2601,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0
76,13,10,12,38,1444,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0
76,11,12,12,41,1681,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0
76,12,10,11,36,1296,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0
76,12,8,6,38,1444,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0
76,5,4,3,49,2401,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
76,12,11,10,38,1444,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
76,9,16,12,36,1296,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
76,16,8,8,41,1681,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0
76,11,4,4,51,2601,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0
76,12,12,12,37,1369,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0
76,18,12,12,40,1600,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
76,12,8,8,47,2209,7,1,0,0,0,0,0,0,1,0,1,0,0,0,0
76,12,8,8,49,2401,6,0,0,0,1,1,0,0,0,0,1,0,0,0,0
76,12,3,5,53,2809,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0
76,12,12,12,37,1369,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0
76,12,8,12,38,1444,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0
76,12,8,8,54,2916,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0
76,12,9,10,53,2809,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
76,12,6,6,53,2809,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0
76,16,3,9,39,1521,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0
76,16,5,12,47,2209,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0
76,12,13,8,41,1681,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
76,14,10,14,46,2116,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0
76,12,8,8,53,2809,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0
76,0,0,4,47,2209,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0
76,8,6,8,49,2401,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
76,12,8,8,43,1849,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0
76,16,12,8,42,1764,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0
76,10,0,3,38,1444,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0
76,13,6,10,42,1764,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0
76,12,8,8,39,1521,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0
76,10,7,7,38,1444,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
76,12,8,8,53,2809,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0
76,12,12,10,45,2025,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0
76,12,12,9,41,1681,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0
76,8,4,2,45,2025,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
76,12,7,6,43,1849,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0
76,10,11,10,40,1600,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0
76,12,3,3,35,1225,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0
76,9,7,8,45,2025,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
76,17,11,11,37,1369,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0
76,12,8,8,51,2601,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
76,12,8,8,47,2209,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0
76,12,8,8,50,2500,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
76,12,4,14,52,2704,5,0,0,1,0,0,0,1,0,0,1,0,0,0,0
76,8,6,4,53,2809,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0
76,12,6,6,51,2601,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0
76,12,7,6,46,2116,7,1,0,0,0,1,0,0,0,0,1,0,0,0,0
76,18,18,16,36,1296,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
76,16,9,11,46,2116,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
76,12,12,12,41,1681,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0
76,17,12,12,42,1764,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
76,12,12,11,35,1225,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0
76,12,2,0,54,2916,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0
76,14,12,12,35,1225,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0
76,14,8,8,48,2304,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
76,12,8,8,36,1296,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0
76,11,12,10,37,1369,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0
76,12,10,11,41,1681,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0
76,12,3,8,45,2025,6,0,0,1,0,1,0,0,0,0,1,0,0,0,0
76,12,8,6,39,1521,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0
76,16,15,15,40,1600,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0
76,8,4,4,53,2809,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
76,12,7,12,37,1369,5,0,0,0,1,0,0,0,1,0,1,0,0,0,0
76,12,8,8,45,2025,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0
76,12,10,8,45,2025,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
76,12,14,8,38,1444,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0
76,12,6,5,36,1296,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0
76,12,4,8,36,1296,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
76,12,8,5,35,1225,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0
76,14,12,8,41,1681,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0
76,12,8,12,51,2601,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0
76,12,6,6,52,2704,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0
76,12,7,8,46,2116,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
76,12,12,12,41,1681,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0
76,12,8,8,52,2704,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
76,14,16,16,52,2704,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0
76,12,12,14,52,2704,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0
76,11,0,8,38,1444,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0
76,9,7,8,43,1849,7,0,0,1,0,0,0,1,0,0,1,0,0,0,0
76,12,8,12,35,1225,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0
76,12,12,12,37,1369,4,0,0,1,0,0,0,1,0,0,1,0,0,0,0
76,12,4,8,43,1849,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0
76,12,12,2,35,1225,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0
76,9,4,12,50,2500,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0
76,19,0,0,50,2500,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
76,9,6,6,35,1225,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0
76,12,8,8,42,1764,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0
76,12,0,9,48,2304,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0
76,7,4,6,38,1444,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0
76,14,0,4,53,2809,6,1,0,0,0,1,0,0,0,0,1,0,0,0,0
76,12,6,8,44,1936,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0
76,10,3,8,39,1521,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
76,12,4,8,48,2304,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0
76,18,6,4,48,2304,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0
76,12,5,6,50,2500,5,0,0,1,0,0,0,1,0,0,1,0,0,0,0
76,12,0,4,51,2601,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0
76,16,12,11,36,1296,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
76,10,8,10,48,2304,5,0,0,1,0,1,0,0,0,0,1,0,0,0,0
76,12,11,11,35,1225,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
76,17,20,16,37,1369,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0
76,14,8,8,41,1681,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0
76,12,6,8,39,1521,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0
76,12,11,10,41,1681,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0
76,15,16,15,39,1521,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
76,12,5,8,49,2401,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
76,12,7,8,41,1681,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0
76,12,8,12,45,2025,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0
76,12,8,8,54,2916,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0
76,8,7,3,52,2704,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0
76,11,9,11,49,2401,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0
76,8,8,12,47,2209,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
76,12,3,8,41,1681,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0
76,12,14,10,47,2209,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0
76,12,12,12,46,2116,4,0,0,1,0,0,0,1,0,0,1,0,0,0,0
76,12,6,8,45,2025,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0
76,16,20,16,35,1225,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0
76,12,19,12,42,1764,4,0,0,0,1,1,0,0,0,0,1,0,0,0,0
76,12,8,12,35,1225,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0
76,12,12,12,36,1296,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
78,12,9,9,50,2500,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0
78,16,16,15,49,2401,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0
78,18,12,14,52,2704,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0
78,14,11,12,51,2601,6,0,1,0,0,0,0,1,0,0,0,1,0,0,0
78,11,3,3,40,1600,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0
78,12,8,8,50,2500,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0
78,12,12,12,52,2704,5,0,1,0,0,0,0,0,1,0,0,1,0,0,0
78,12,11,8,44,1936,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0
78,12,5,7,53,2809,7,0,1,0,0,0,0,1,0,0,0,1,0,0,0
78,12,7,5,45,2025,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0
78,15,9,9,42,1764,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0
78,11,5,12,49,2401,5,0,1,0,0,1,0,0,0,0,0,1,0,0,0
78,12,8,6,42,1764,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0
78,12,12,9,37,1369,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0
78,13,13,8,38,1444,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0
78,12,12,12,37,1369,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
78,12,11,11,52,2704,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0
78,12,12,12,36,1296,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0
78,12,8,12,46,2116,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0
78,15,16,14,54,2916,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0
78,16,20,8,48,2304,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0
78,11,6,12,35,1225,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0
78,17,13,12,38,1444,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
78,12,12,12,44,1936,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0
78,12,8,12,44,1936,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0
78,16,5,5,54,2916,5,0,1,0,0,1,0,0,0,0,0,1,0,0,0
78,10,10,0,43,1849,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0
78,13,8,8,44,1936,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0
78,14,4,11,46,2116,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0
78,12,8,9,37,1369,5,1,0,1,0,0,0,0,0,0,0,1,0,0,0
78,18,12,15,43,1849,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
78,13,13,16,42,1764,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0
78,17,8,16,43,1849,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0
78,13,8,12,37,1369,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0
78,12,8,8,46,2116,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
78,10,8,8,51,2601,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0
78,7,7,3,47,2209,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0
78,1,12,8,54,2916,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
78,12,9,9,48,2304,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0
78,12,7,8,48,2304,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0
78,12,2,7,40,1600,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0
78,13,13,11,52,2704,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0
78,12,6,8,41,1681,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0
78,14,5,11,36,1296,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0
78,13,2,2,38,1444,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
78,12,8,12,42,1764,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0
78,8,7,9,38,1444,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0
78,14,14,12,43,1849,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
78,15,10,10,37,1369,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
78,14,6,8,35,1225,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
78,12,9,7,54,2916,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0
78,16,3,11,54,2916,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
78,13,10,8,50,2500,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0
78,12,10,12,37,1369,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0
78,16,8,6,44,1936,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0
78,12,6,12,41,1681,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0
78,12,12,10,35,1225,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0
78,15,12,12,35,1225,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0
78,13,9,12,36,1296,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0
78,13,9,14,39,1521,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0
78,12,11,9,46,2116,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0
78,8,5,8,41,1681,6,0,0,1,0,0,0,1,0,0,0,1,0,0,0
78,16,8,14,38,1444,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
78,11,10,12,48,2304,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
78,12,8,8,38,1444,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0
78,8,4,8,53,2809,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
78,16,15,12,44,1936,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0
78,10,0,8,47,2209,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0
78,12,14,11,41,1681,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
78,19,9,14,51,2601,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0
78,12,12,16,42,1764,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
78,10,9,11,54,2916,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0
78,11,9,8,39,1521,7,0,0,1,0,0,1,0,0,0,0,1,0,0,0
78,14,8,8,54,2916,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0
78,11,8,8,47,2209,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
78,10,4,9,38,1444,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0
78,12,8,10,51,2601,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
78,11,6,8,38,1444,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0
78,12,5,6,36,1296,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
78,16,17,16,47,2209,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0
78,12,6,11,42,1764,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
78,16,13,15,52,2704,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0
78,12,12,12,35,1225,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0
