country ,public         ,uncons ,fmcn50_ceo,roce  ,sic2      ,sales,tanfixassts,materials,age   ,hours,employment  
uk,0,0,1,-4,23,30075,8386,10001,65,.,240
uk,0,0,0,37,24,17771,3645,984,6,39.66,316
uk,0,0,1,-2,28,18669,2133,5304,64,39.75,213
uk,0,0,0,7,20,184785,35856,118467,5,48.16,837
uk,0,1,0,50,37,247934,110616,35039,4,.,2968
uk,0,0,1,12,35,85914,37534,45208,57,37,599
uk,1,0,0,27,39,4440584,230790,2577420,60,.,20334
uk,0,0,0,19,25,64501,2012,46193,4,.,621
uk,0,0,0,50,24,31518,1752,19810,4,50.5,283
uk,1,0,0,29,38,382459,63559,165331,107,.,3291
uk,0,0,0,4,36,23929,1726,11887,3,.,244
uk,1,0,0,10,37,6903569,1893041,3688831,249,.,30281
uk,0,0,1,3,34,22837,1704,17014,109,37,225
uk,1,0,0,16,37,732600,86814,143949,57,55,6666
uk,0,0,1,-1,20,43082,14418,48000,59,.,175
uk,0,0,1,40,27,14984,10597,4271,56,39.6,168
uk,1,0,0,8,38,59105,15160,27145,54,38.75,519
uk,0,0,0,8,28,9769,2470,2165,110,39,130
uk,0,1,0,4,35,28005,1627,21423,57,40.6,177
uk,0,0,0,20,32,464462,259514,254594,56,43.8,2837
uk,0,0,1,16,22,41399,15215,28003,53,38.63,246
uk,0,0,0,5,35,59329,19230,29330,52,.,268
uk,1,0,0,9,38,80271,17775,16409,51,45,1146
uk,0,0,1,8,35,47074,49008,23357,47,40.75,209
uk,1,0,0,-5,37,149526,64735,97961,115,37,1189
uk,1,0,0,-3,38,139013,46250,59003,45,41,978
uk,1,0,0,10,28,66248,15640,26693,106,40,362
uk,1,0,0,0,27,54754,16311,10011,44,36.8,465
uk,0,0,0,45,37,193971,35879,122537,43,44.66,946
uk,0,0,0,1,37,31108,16999,22332,45,39.4,556
uk,0,1,0,9,28,260555,94196,160076,45,40.55,1137
uk,0,0,1,-10,34,21424,9489,10846,42,45.5,232
uk,1,0,0,13,35,2213133,618865,827580,42,.,12854
uk,0,0,1,12,25,26380,12746,5315,40,39,262
uk,0,0,1,15,39,30458,3180,15745,108,39.3,235
uk,0,0,0,-5,36,17581,5596,13196,105,42.1,137
uk,0,1,1,-1,36,8228,4283,1699,43,48,177
uk,1,0,0,-9,25,106562,22658,37569,43,38,633
uk,0,0,1,2,23,743426,94560,9224174,42,.,1404
uk,0,0,0,14,39,26784,2990,17673,41,40.8,208
uk,0,0,0,15,28,2939792,612359,2269331,95,41.35,5226
uk,0,0,0,11,35,14626,3839,804,34,.,157
uk,0,1,0,16,34,33257,7722,17196,36,.,412
uk,0,0,0,10,28,54665,6503,28255,35,37.4,428
uk,0,0,0,4,22,79220,35564,22263,67,39.6,1038
uk,0,0,0,7,24,65781,25494,48738,39,42,586
uk,1,0,0,4,28,248363,150308,31424,13,35,1946
uk,1,0,0,10,35,1219414,158350,478998,113,45.8,5371
uk,0,0,0,4,33,35071,4186,18981,96,.,245
uk,0,0,0,-25,28,64331,38256,36478,23,42.22,385
uk,0,0,0,14,20,57518,41651,43651,12,.,195
uk,1,0,0,-1,38,59380,8038,11223,11,39.8,428
uk,1,0,1,16,20,460021,191023,365465,11,.,3202
uk,0,0,0,8,26,166328,76306,99627,10,35,941
uk,0,0,0,10,26,88423,39315,48391,4,.,749
us,1,0,0,19,38,13092,1566,2675,22,48.4,124
us,1,0,0,29,30,640119,182550,448960,35,.,4297
us,1,0,0,27,39,565807,103382,284798,94,46,2870
us,1,0,0,21,35,1056393,414838,610687,90,.,5323
us,1,0,0,18,35,291802,28666,121761,35,40,2101
us,1,0,0,14,35,314064,60023,259916,25,40,2588
us,1,0,0,-4,36,91393,4980,52891,21,.,363
us,1,0,1,33,20,1699671,353226,1445733,129,40.5,12948
us,1,0,0,9,33,529140,179504,299801,72,41.5,2425
us,1,0,0,29,22,865295,366177,457758,106,.,5650
us,1,0,0,19,34,947309,156930,626721,105,.,3847
us,1,0,0,19,28,80689,18472,50584,35,43.8,610
us,1,0,0,29,36,624429,181765,181457,104,45.8,5055
us,1,0,0,32,35,233522,70511,128862,91,45,1904
us,1,0,0,29,28,1818977,951687,1177470,84,43,5653
us,1,0,0,26,27,674553,137655,266406,20,40,4097
us,1,0,0,11,37,204765,39961,68395,34,40.44,748
us,1,0,0,19,26,909186,551275,326024,65,40,7133
us,1,0,0,-4,36,115351,10477,89517,12,51,356
us,1,0,0,-25,38,11755,3220,.,8,43,159
us,1,0,0,25,32,59015,15931,10942,38,48,361
us,1,0,0,19,38,18455,1523,10903,22,40.75,112
us,1,0,0,20,28,206162,28455,134468,120,43.6,378
us,1,0,0,18,28,896252,298416,733551,158,.,2774
us,1,0,0,-6,35,35126,3800,36177,26,40,127
us,1,0,0,19,34,359621,77787,179104,5,46,1608
us,1,0,0,-25,30,91579,39546,67823,7,43.6,428
us,1,0,0,30,20,938064,486623,569023,104,.,6648
us,1,0,0,-4,38,122208,34161,66448,56,46,890
us,1,0,0,27,35,434584,55741,207245,127,46.03,3010
us,1,0,0,16,33,887447,152841,815216,92,40,1968
us,1,0,0,19,33,870037,256609,419308,37,43.2,4959
us,1,0,0,17,36,103030,7749,43865,34,37.73,654
us,1,0,0,30,38,59974,5474,24542,31,40.5,443
us,1,0,0,9,28,178160,127758,122831,18,43,838
us,1,0,1,22,37,52265,28214,21938,57,44.12,268
us,1,0,0,34,20,2296250,1216685,1487944,6,50,8536
us,1,0,0,44,27,218621,54539,93404,178,45.2,1535
us,1,0,0,22,36,151140,.,35923,17,48,613
us,1,0,0,16,28,2345358,841921,1712478,118,.,6214
us,1,0,0,-19,35,35725,11114,.,8,45,247
us,1,0,0,13,23,173116,17115,141175,14,40.8,636
us,1,0,0,-6,38,46598,3390,29544,21,43.84,237
us,1,0,0,34,39,108224,18118,58657,30,41.67,541
us,1,0,0,23,28,1477401,517923,987561,97,55,5335
us,1,0,0,19,38,174493,14389,51246,26,45.35,1081
us,1,0,0,36,36,40021,5003,21304,23,.,122
us,1,0,0,48,35,83253,9552,54952,36,.,349
us,1,0,0,29,28,324797,36004,191868,44,42.75,2277
us,1,0,1,19,30,372499,165161,224870,98,34.5,2492
us,1,0,0,14,22,221923,106566,132928,32,40,1801
us,1,0,0,17,38,951633,245280,393081,103,45.2,8169
us,1,0,0,21,35,129550,20448,88216,19,45.75,442
us,1,0,0,45,38,179917,46027,73084,22,45.5,771
us,1,0,0,37,39,98745,9241,15652,212,40.5,1288
us,1,0,0,27,34,253392,73871,137822,42,50,3053
us,1,0,1,16,38,16998,3034,6445,21,40.75,163
us,1,0,0,19,36,50792,1879,25168,24,.,268
us,1,0,0,50,38,50184,13769,25776,61,47.3,179
us,1,0,0,21,28,77073,6702,25436,49,42.5,251
us,1,0,0,21,36,1676464,209088,815430,24,44.4,7825
us,1,0,0,7,35,171439,127609,149959,20,41,1009
us,1,0,0,-1,36,71514,6057,50094,43,.,568
us,1,0,0,3,38,66319,4374,36703,45,40,379
us,1,0,0,50,39,149213,9738,102471,82,55,666
us,1,0,0,19,35,376570,71429,136048,14,.,2027
us,1,0,0,37,35,8425164,1057260,3046371,128,.,47519
us,1,0,0,-2,36,145492,35317,154267,36,41,603
us,1,0,0,26,35,2061655,276874,1340344,4,40,6525
us,1,0,0,48,24,452884,167004,254235,53,45.6,4576
us,1,0,0,23,32,449167,167217,389873,99,.,2706
us,1,0,0,19,35,64119,8357,30477,18,44.25,441
us,1,0,0,26,37,259857,17655,132510,16,50,1107
us,1,0,1,21,34,98317,55671,79277,87,.,555
us,1,0,0,9,26,388145,220951,184469,15,42.6,2023
us,1,0,0,24,36,2732580,1085603,1326149,38,43.8,11309
us,1,0,0,16,38,395081,89195,229447,38,43,1089
us,1,0,0,14,36,85226,19528,36978,36,45.8,551
us,1,0,1,37,32,830438,436570,401757,72,.,2597
us,1,0,0,30,30,1201636,194285,810969,22,40,7221
us,1,0,0,15,37,48221,21694,30173,25,.,425
us,1,0,0,45,36,321624,50268,138321,59,.,3928
us,1,0,0,18,35,428070,68944,231110,148,43.2,2116
us,1,0,0,17,35,72647,14555,42109,36,.,403
us,1,0,1,12,35,59067,27132,.,50,35,793
us,1,0,0,29,33,1628968,350747,1200148,160,45.45,4498
us,1,0,0,26,37,280659,121563,103407,31,45.8,1396
us,1,0,0,46,36,1147518,123497,532292,19,42.5,11301
us,1,0,0,23,35,592653,57328,323629,55,43.3,2388
us,1,0,0,13,35,32859,1281,17982,16,40,144
us,1,0,0,50,34,654031,30935,478507,36,49.5,2241
us,1,0,0,35,30,990743,399037,461844,11,.,5409
us,1,0,0,14,28,1827626,542644,884638,145,.,8343
us,1,0,0,50,35,432164,91510,217677,78,46.25,1098
us,1,0,0,6,34,40073,11540,23371,68,46,329
us,1,0,0,50,20,114103,12859,50052,11,47,508
us,1,0,0,40,37,501148,53855,554401,22,40.4,935
us,1,0,0,-25,28,19732,9133,.,11,.,210
us,1,0,0,12,36,37716,3602,28845,36,46.5,126
us,1,0,0,37,38,288541,80188,151781,34,.,2098
us,1,0,0,29,20,261671,68185,154385,77,40,2588
us,1,0,0,8,23,607610,31353,303448,129,41.6,4757
us,1,0,0,23,34,176099,68736,79198,15,43,1221
us,1,0,0,0,35,144976,25039,95174,37,50.56,744
us,1,0,0,22,38,81406,13396,44268,11,45.75,291
us,1,0,0,31,35,10665,964,6822,48,45.3,92
us,1,0,0,-3,38,181010,60058,156989,20,43.75,677
us,1,0,1,15,24,25177,9734,9400,99,.,239
us,1,0,0,20,28,316753,108377,159220,26,42,2569
us,1,0,0,34,28,332442,45732,161556,21,49,1902
us,1,0,0,20,36,970587,171237,804243,48,40,3222
us,1,0,0,14,38,211769,50355,118772,36,41,739
us,1,0,0,16,22,1124253,244738,664455,33,50,5261
us,1,0,0,18,34,216809,64128,91393,49,.,1703
us,1,0,0,11,36,215858,25480,130551,21,.,1271
us,1,0,0,3,35,50433,8052,50049,15,42,185
us,1,0,0,25,38,1117789,137408,552875,23,45.5,4756
us,1,0,0,40,35,581559,171635,233189,54,47,2147
us,1,0,0,24,38,23585,1573,16706,17,42.45,148
us,1,0,0,23,30,168161,44840,81898,16,40.5,785
us,1,0,0,51,32,325285,40976,284174,13,45.2,801
us,1,0,0,5,35,1013460,214231,834437,116,43.2,6057
us,1,0,0,33,34,39794,2174,28306,139,42,148
us,1,0,0,25,38,78955,13344,42295,40,.,282
us,1,0,0,-11,38,29988,6546,15911,26,40.5,267
us,1,0,0,13,35,254356,28007,99351,13,.,1322
us,1,0,0,17,35,254463,76954,124171,61,45.2,1572
us,1,0,1,32,38,144857,14158,71735,59,44.8,555
us,1,0,0,17,36,849999,.,17725,83,.,5361
us,1,0,0,20,38,24386,8812,3719,21,42,184
us,1,0,0,15,35,89122,12688,38125,56,45,566
us,1,0,0,-8,36,52092,46631,.,20,49,465
us,1,0,1,18,30,104069,7688,89594,111,42.8,572
us,1,0,0,26,37,272402,97690,124681,93,41,1392
us,1,0,0,27,38,83927,2146,.,22,45.1,1375
us,1,0,0,42,20,549142,185070,264909,89,40.5,4148
us,1,0,0,50,28,12166,5554,1432,59,41,74
us,1,0,0,29,38,169956,25143,113805,41,40,399
us,1,0,0,15,28,449872,49749,335640,42,45.75,1363
us,1,0,0,7,24,105678,25081,77781,33,37.6,962
us,1,0,0,12,38,29133,9007,17792,18,.,122
us,1,0,0,49,36,119107,27225,9541,30,.,1048
us,1,0,0,23,35,150993,14742,107940,50,44.4,528
us,1,0,0,32,36,311586,97187,35778,76,40,6009
us,1,0,0,16,33,670750,171325,422512,61,50.75,2008
us,1,0,0,0,35,318723,96711,251791,4,43,2458
us,1,0,0,8,36,79587,13267,70655,44,55,766
us,1,0,0,9,24,3066103,1738344,1558045,32,47.55,13306
us,1,0,0,27,28,1522939,644040,1163625,75,48.5,4822
us,1,0,0,31,35,325676,72739,125008,99,41.6,1936
us,1,0,0,7,38,248087,82971,178949,45,46,1504
us,1,0,0,45,36,267674,36096,127250,7,48.7,884
us,1,0,0,17,28,507530,176552,224254,86,43.35,3259
us,1,0,0,19,36,311475,34875,175557,35,41,2289
us,1,0,0,-10,35,47497,5130,34994,54,.,240
us,1,0,0,33,28,141039,32917,65738,23,32.7,1026
us,1,0,0,36,28,41904,19937,16911,36,.,297
us,1,0,0,37,33,273889,47587,101741,154,.,2113
us,1,0,0,-25,35,264489,34552,.,15,55,1452
us,1,0,0,34,33,630956,179816,362250,28,41,2439
us,1,0,0,23,27,1085489,400358,255995,143,.,13281
us,1,0,0,15,27,775053,408901,249579,158,41.5,7946
us,1,0,0,29,38,87180,10245,56021,27,41.99,253
us,1,0,0,35,38,347722,50962,147381,37,46.04,2379
us,1,0,0,12,35,332771,56121,184749,107,40,2693
us,1,0,0,25,35,72667,12050,39450,38,55,256
us,1,0,0,10,38,28136,2591,13774,13,40.5,176
us,1,0,0,9,35,126649,31177,5086,26,43.26,1547
us,1,0,0,40,25,1085060,373876,831133,102,42.9,7241
us,1,0,0,15,38,93691,11663,49400,21,43.14,357
us,1,0,1,29,32,113909,91749,90593,97,45.9,335
us,1,0,0,21,35,260342,28298,141120,16,43.4,1434
us,1,0,0,23,35,1859123,148067,1192411,141,.,9580
us,1,0,0,-1,28,68614,.,.,14,49.5,771
us,1,0,0,16,27,202331,9194,162349,43,44.6,689
us,1,0,0,33,36,59144,5827,13023,23,.,701
us,1,0,0,25,34,40525,23139,15495,52,.,405
us,1,0,0,46,27,1511321,324975,826241,105,45.8,6345
us,1,0,0,26,38,26966,3506,10310,35,40.9,195
us,1,0,0,18,38,67440,23179,25522,23,55,568
us,1,0,0,34,38,236031,158539,23530,21,41.5,1993
us,1,0,0,18,36,1132510,597910,877556,5,41,8725
us,1,0,0,38,33,66567,13600,44362,21,.,189
us,1,0,1,20,23,670568,24337,201559,61,44,7650
us,1,0,0,-15,38,14597,1965,10632,23,44.4,100
us,1,0,0,29,30,77883,35781,55266,36,.,563
us,1,0,0,25,30,2077096,1492088,2013198,39,.,16945
us,1,0,0,12,35,114522,7960,46041,37,40,815
us,1,0,0,18,35,119156,11819,96055,35,40,446
us,1,0,0,2,36,88640,44385,9766,36,.,1979
us,1,0,0,13,32,268147,36991,199247,48,40.3,1272
us,1,0,1,24,27,596444,133283,206479,59,.,5873
us,1,0,0,36,35,81008,3197,47905,76,45.75,238
us,1,0,0,4,36,532556,86636,382320,10,45.8,3254
us,1,0,0,27,20,220167,154235,154662,21,43.02,803
us,1,0,0,-10,38,48484,10573,31632,22,55,275
us,1,0,0,15,38,1075477,239708,308942,58,.,8839
us,1,0,0,23,26,1034074,115014,487018,74,42.5,2777
us,1,0,0,50,37,1488004,146664,1103627,52,44.1,4466
us,1,0,0,12,36,373893,131052,184167,19,48.5,1495
us,1,0,0,29,35,13650,847,8512,42,43.5,79
us,1,0,0,24,22,342646,144665,172351,60,47.78,2626
us,1,0,0,28,33,1119988,394736,763879,35,.,3087
us,1,0,0,24,36,41352,15175,24534,27,.,291
us,1,0,0,19,28,2105632,383430,1129217,60,48.5,6902
us,1,0,0,12,36,441468,201037,274873,13,44,1831
us,1,0,0,13,36,194606,152660,93866,9,44,1612
us,1,0,0,37,30,123689,12320,54712,50,45.75,638
us,1,0,0,-5,25,7328,359,5197,17,41.2,68
us,1,0,0,23,35,45822,10425,20434,14,50,478
us,1,0,0,21,28,1680059,161900,806581,12,42,5437
us,1,0,0,-4,35,12102,.,9003,39,55,120
us,1,0,0,30,26,1533731,698045,748711,68,.,7950
us,1,0,0,30,36,169315,10051,98272,24,.,931
us,1,0,1,42,28,28984,3837,19576,114,41,124
us,1,0,0,22,38,235688,59824,111964,67,46.2,1328
us,1,0,0,35,38,1261803,284875,588334,27,.,8324
us,1,0,0,50,24,32028,10331,11345,16,55,379
us,1,0,1,29,20,325995,62489,245062,80,.,1613
us,1,0,0,29,35,882843,369588,312133,17,40,10465
us,1,0,0,17,27,1432713,683116,603244,127,40,6244
us,1,0,0,-3,35,26800,1274,16173,37,41.3,251
us,1,0,0,51,38,29188,3097,10369,12,.,130
us,1,0,0,24,35,464321,189322,180282,44,.,1970
us,1,0,0,27,36,1138578,83939,855926,25,41.5,3721
us,1,0,0,23,20,764581,164203,544420,54,42.8,2832
us,1,0,0,-25,36,17972,3059,9320,28,.,133
us,1,0,0,14,36,20830,7326,3352,44,.,313
us,1,0,0,51,39,51551,10488,14788,21,.,158
us,1,0,0,-6,38,18838,1869,9856,41,.,105
us,1,0,0,35,34,1880166,839325,1327751,17,41.1,7520
us,1,0,0,14,35,132940,8675,139820,14,40,386
us,1,0,0,34,34,384735,82431,224007,45,39.75,2298
us,1,0,0,38,25,106977,12530,62709,29,.,544
us,1,0,0,14,24,547085,48071,295883,53,41,2673
us,1,0,0,47,30,72573,55453,61755,25,42,249
us,1,0,0,27,38,21713,4264,17284,20,42.25,108
us,1,0,0,6,38,53004,7806,39609,21,.,237
us,1,0,0,17,34,196422,90905,56055,132,41.05,1634
us,1,0,0,44,35,28413,827,19240,17,45,82
us,1,0,0,21,39,353492,93878,169796,11,.,3479
us,1,0,1,39,28,1004801,193206,527179,72,.,1077
us,1,0,0,30,35,2031106,261389,1416281,35,40,8905
us,1,0,0,20,38,33892,5649,19762,16,.,191
us,1,0,0,16,38,25876,4351,13944,14,45.5,280
us,1,0,0,48,37,197866,40523,1123,10,44.8,3709
us,1,0,0,22,34,156660,34144,66827,56,50,1212
us,1,0,0,38,36,379884,18677,193872,23,47.2,1833
us,1,0,0,31,37,733230,254543,162739,48,46,7879
us,1,0,0,28,37,275301,42883,93616,26,41,1460
us,1,0,0,12,33,98247,24906,59902,61,.,641
us,1,0,1,22,36,245272,72520,148076,21,46,1738
us,1,0,0,15,38,854154,137619,540066,57,45.1,5320
us,1,0,0,31,35,405678,80309,268073,135,45,2105
us,1,0,0,-12,38,86763,13824,70921,23,.,653
us,1,0,0,11,35,148706,18668,75433,17,55,540
us,1,0,1,50,31,1168994,90546,696473,71,46.2,3398
us,1,0,0,8,33,525916,204520,256958,201,39.5,3098
us,1,0,0,22,35,43911,5435,32590,8,43.33,171
us,1,0,0,5,39,34772,5428,27491,55,45,218
us,1,0,0,4,37,183296,23456,106712,9,40.5,1557
us,1,0,0,13,36,301117,208669,185871,19,47,1691
us,1,0,0,18,37,692962,199766,131893,11,40,3727
us,1,0,0,-1,38,75450,32892,56223,37,41.5,556
us,1,0,1,18,30,73054,11468,37772,42,40.6,461
us,1,0,0,19,32,452512,84561,362847,6,50,1813
us,1,0,0,29,23,750680,209213,7692,69,40,6650
us,1,0,0,40,38,1160743,218422,678740,27,43.5,3984
us,1,0,0,19,38,32075,2313,19876,26,.,129
us,1,0,0,31,34,67096,55173,28855,24,.,225
us,1,0,0,38,37,1165717,68543,835858,65,53,3997
us,1,0,0,26,28,998535,455989,295356,70,43.2,6180
us,1,0,0,21,28,1554737,410521,1066289,208,43.33,8556
us,1,0,0,31,39,34584,7338,18108,24,40.75,318
us,1,0,0,25,34,469971,117694,215276,134,45,3042
us,1,0,1,30,34,50918,7872,23332,44,.,392
us,1,0,0,-26,28,37808,32970,47661,26,.,265
us,1,0,1,27,33,2296891,940157,1253096,53,46.6,7918
us,1,0,0,-25,36,83181,6511,.,10,.,295
us,1,0,0,50,39,422534,93310,96758,35,.,2721
us,1,0,0,20,38,30756,9591,15296,18,44.2,186
us,1,0,0,-15,36,49127,4066,27411,19,42,196
us,1,0,0,18,38,110998,15434,70073,23,44.2,747