"Round","ID","Bid_P","Bid_Q","Offer_P","Offer_Q","Price","PV","Buy_Q","Sell_Q","Shares","Cash","Dividend","Earnings","Final_earnings"
21,12,7,1,0,0,9,7,0,0,6,66.6,1.1,16.6,0
21,13,"NA","NA","NA","NA",9,7,0,0,6,66.6,1.1,16.6,0
21,14,"NA","NA","NA","NA",9,7,0,0,6,66.6,1.1,16.6,0
21,15,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.1,"NA","NA"
21,16,7,5,0,0,9,7,0,0,6,66.6,1.1,16.6,0
22,1,6.95,4,0,0,12,7,0,0,6,86.52,1.1,19.92,0
22,2,9,2,0,0,12,7,0,0,11,33.82,1.1,15.72,0
22,3,10,12,0,0,12,7,0,0,0,149.76,1.1,24.96,0
22,4,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.1,"NA","NA"
22,5,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.1,"NA","NA"
22,6,"NA","NA","NA","NA",12,7,0,0,9,54.9,1.1,17.4,0
22,7,1,4,0,0,12,7,0,0,0,149.76,1.1,24.96,0
22,8,11.01,2,0,0,12,7,0,0,10,44.36,1.1,16.56,0
22,9,0,0,10,3,12,7,0,3,3,126.42,1.1,59.82,0
22,10,8.6,7,0,0,12,7,0,0,6,86.52,1.1,19.92,0
22,11,12,4,0,0,12,7,3,0,9,46.61,1.1,-19.99,0
22,12,9.5,1,0,0,12,7,0,0,6,86.52,1.1,19.92,0
22,13,7.9,2,0,0,12,7,0,0,6,86.52,1.1,19.92,0
22,14,"NA","NA","NA","NA",12,7,0,0,6,86.52,1.1,19.92,0
22,15,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.1,"NA","NA"
22,16,8.2,4,0,0,12,7,0,0,6,86.52,1.1,19.92,0
23,1,7.5,5,0,0,"NA",7,0,0,6,114.01,1.7,27.49,0
23,2,"NA","NA","NA","NA","NA",7,0,0,11,59.28,1.7,25.46,0
23,3,12,10,0,0,"NA",7,0,0,0,179.71,1.7,29.95,0
23,4,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.7,"NA","NA"
23,5,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.7,"NA","NA"
23,6,9.5,2,18,3,"NA",7,0,0,9,81.18,1.7,26.28,0
23,7,2,4,0,0,"NA",7,0,0,0,179.71,1.7,29.95,0
23,8,13,3,0,0,"NA",7,0,0,10,70.23,1.7,25.87,0
23,9,0,0,14,3,"NA",7,0,0,3,156.79,1.7,30.37,0
23,10,8.6,10,16,6,"NA",7,0,0,6,114.01,1.7,27.49,0
23,11,13,3,0,0,"NA",7,0,0,9,71.23,1.7,24.62,0
23,12,13,1,0,0,"NA",7,0,0,6,114.01,1.7,27.49,0
23,13,12.2,2,0,0,"NA",7,0,0,6,114.01,1.7,27.49,0
23,14,0,0,0,0,"NA",7,0,0,6,114.01,1.7,27.49,0
23,15,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.7,"NA","NA"
23,16,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.7,"NA","NA"
24,1,0,0,0,0,14,7,0,0,6,143.41,1.1,29.4,0
24,2,12,4,0,0,14,7,0,0,11,83.23,1.1,23.95,0
24,3,12,10,0,0,14,7,0,0,0,215.65,1.1,35.94,0
24,4,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.1,"NA","NA"
24,5,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.1,"NA","NA"
24,6,9.5,3,18,3,14,7,0,0,9,107.31,1.1,26.13,0
24,7,3,10,0,0,14,7,0,0,0,215.65,1.1,35.94,0
24,8,14,5,0,0,14,7,3,0,13,48.17,1.1,-22.06,0
24,9,0,0,14,3,14,7,0,3,0,238.54,1.1,81.75,0
24,10,8.6,13,16,6,14,7,0,0,6,143.41,1.1,29.4,0
24,11,13,5,0,0,14,7,0,0,9,95.37,1.1,24.14,0
24,12,14,1,0,0,14,7,0,0,6,143.41,1.1,29.4,0
24,13,13.2,2,0,0,14,7,0,0,6,143.41,1.1,29.4,0
24,14,0,0,0,0,14,7,0,0,6,143.41,1.1,29.4,0
24,15,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.1,"NA","NA"
24,16,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.1,"NA","NA"
25,1,0,0,0,0,16,7,0,0,6,178.69,1.1,35.28,0
25,2,15,5,0,0,16,7,0,0,11,111.97,1.1,28.74,0
25,3,"NA","NA","NA","NA",16,7,0,0,0,258.78,1.1,43.13,0
25,4,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.1,"NA","NA"
25,5,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.1,"NA","NA"
25,6,10,3,18,3,16,7,0,0,9,138.67,1.1,31.36,0
25,7,"NA","NA","NA","NA",16,7,0,0,0,258.78,1.1,43.13,0
25,8,15,3,0,0,16,7,0,0,13,72.1,1.1,23.93,0
25,9,0,0,0,0,16,7,0,0,0,286.24,1.1,47.7,0
25,10,8.6,16,18,6,16,7,0,0,6,178.69,1.1,35.28,0
25,11,16,5,0,0,16,7,1,0,10,106.24,1.1,10.87,0
25,12,"NA","NA","NA","NA",16,7,0,0,6,178.69,1.1,35.28,0
25,13,0,0,0,0,16,7,0,0,6,178.69,1.1,35.28,0
25,14,14.5,1,16,1,16,7,0,1,5,196.79,1.1,53.38,0
25,15,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.1,"NA","NA"
25,16,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.1,"NA","NA"
26,1,0,0,0,0,18,7,0,0,6,224.61,1.7,45.92,0
26,2,"NA","NA","NA","NA",18,7,0,0,11,153.06,1.7,41.09,0
26,3,"NA","NA","NA","NA",18,7,0,0,0,310.53,1.7,51.75,0
26,4,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.7,"NA","NA"
26,5,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.7,"NA","NA"
26,6,10,3,18,3,18,7,0,0,9,181.7,1.7,43.03,0
26,7,"NA","NA","NA","NA",18,7,0,0,0,310.53,1.7,51.75,0
26,8,17.6,4,0,0,18,7,0,0,13,108.62,1.7,36.52,0
26,9,0,0,0,0,18,7,0,0,0,343.48,1.7,57.24,0
26,10,8.6,20,18,6,18,7,0,1,5,244.52,1.7,65.83,0
26,11,18,3,20,5,18,7,3,0,13,84.78,1.7,-21.46,0
26,12,"NA","NA","NA","NA",18,7,0,0,6,224.61,1.7,45.92,0
26,13,0,0,18,1,18,7,0,1,5,244.52,1.7,65.83,0
26,14,16.8,1,17,1,18,7,0,1,4,264.54,1.7,67.75,0
26,15,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.7,"NA","NA"
26,16,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.7,"NA","NA"
27,1,0,0,0,0,18,7,0,0,6,276.13,1.1,51.52,0
27,2,0,0,45,11,18,7,0,0,11,195.77,1.1,42.71,0
27,3,0,0,0,0,18,7,0,0,0,372.63,1.1,62.1,0
27,4,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.1,"NA","NA"
27,5,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.1,"NA","NA"
27,6,13,3,18.5,3,18,7,0,0,9,227.93,1.1,46.23,0
27,7,"NA","NA","NA","NA",18,7,0,0,0,372.63,1.1,62.1,0
27,8,"NA","NA","NA","NA",18,7,0,0,13,144.64,1.1,36.02,0
27,9,0,0,0,0,18,7,0,0,0,412.17,1.1,68.69,0
27,10,18,1,20,5,18,7,1,0,6,278.42,1.1,33.9,0
27,11,0,0,19,5,18,7,0,0,13,116.03,1.1,31.25,0
27,12,0,0,18,2,18,7,0,2,4,317.13,1.1,92.52,0
27,13,0,0,30,1,18,7,0,0,5,298.92,1.1,54.4,0
27,14,18.6,1,19,1,18,7,1,0,5,301.34,1.1,36.8,0
27,15,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.1,"NA","NA"
27,16,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.1,"NA","NA"
28,1,0,0,0,0,19,7,0,0,6,341.54,1.7,65.41,0
28,2,"NA","NA","NA","NA",19,7,0,0,11,253.62,1.7,57.85,0
28,3,"NA","NA","NA","NA",19,7,0,0,0,447.15,1.7,74.52,0
28,4,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.7,"NA","NA"
28,5,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.7,"NA","NA"
28,6,15,3,23,3,19,7,0,0,9,288.81,1.7,60.88,0
28,7,4,5,0,0,19,7,0,0,0,447.15,1.7,74.52,0
28,8,20,7,36,7,19,7,7,0,20,47.96,1.7,-96.68,0
28,9,0,0,0,0,19,7,0,0,0,494.6,1.7,82.43,0
28,10,0,0,19,6,19,7,0,1,5,365.4,1.7,86.98,0
28,11,0,0,18,5,19,7,0,5,8,266.83,1.7,150.8,0
28,12,"NA","NA","NA","NA",19,7,0,0,4,387.35,1.7,70.22,0
28,13,0,0,23,2,19,7,0,0,5,367.2,1.7,68.28,0
28,14,18,1,18.5,1,19,7,0,1,4,391.2,1.7,89.86,0
28,15,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.7,"NA","NA"
28,16,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.7,"NA","NA"
29,1,0,0,0,0,"NA",7,0,0,6,416.44,1.1,74.9,0
29,2,0,0,0,0,"NA",7,0,0,11,316.44,1.1,62.82,0
29,3,"NA","NA","NA","NA","NA",7,0,0,0,536.58,1.1,89.43,0
29,4,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.1,"NA","NA"
29,5,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.1,"NA","NA"
29,6,15,5,22,3,"NA",7,0,0,9,356.47,1.1,67.66,0
29,7,5,4,0,0,"NA",7,0,0,0,536.58,1.1,89.43,0
29,8,"NA","NA","NA","NA","NA",7,0,0,20,79.55,1.1,31.59,0
29,9,0,0,0,0,"NA",7,0,0,0,593.52,1.1,98.92,0
29,10,0,0,20,5,"NA",7,0,0,5,443.98,1.1,78.58,0
29,11,0,0,20,4,"NA",7,0,0,8,328.99,1.1,62.16,0
29,12,"NA","NA","NA","NA","NA",7,0,0,4,469.22,1.1,81.87,0
29,13,0,0,20,2,"NA",7,0,0,5,446.14,1.1,78.94,0
29,14,19.1,1,20,1,"NA",7,0,0,4,473.84,1.1,82.64,0
29,15,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.1,"NA","NA"
29,16,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.1,"NA","NA"
30,1,0,0,0,0,19.5,7,0,0,6,506.32,1.1,89.88,0
30,2,0,0,30,11,19.5,7,0,0,11,391.82,1.1,75.38,0
30,3,19.5,10,0,0,19.5,7,4,0,4,554.69,1.1,18.11,0
30,4,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.1,"NA","NA"
30,5,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.1,"NA","NA"
30,6,15,5,22,3,19.5,7,0,0,9,437.66,1.1,81.19,0
30,7,5,4,0,0,19.5,7,0,0,0,643.89,1.1,107.31,0
30,8,20.1,3,0,0,19.5,7,3,0,23,50.56,1.1,-28.99,0
30,9,6,20,0,0,19.5,7,0,0,0,712.22,1.1,118.7,0
30,10,0,0,19.5,5,19.5,7,0,5,0,649.77,1.1,205.79,0
30,11,0,0,20,3,19.5,7,0,0,8,403.58,1.1,74.59,0
30,12,0,0,19.5,1,19.5,7,0,1,3,589.76,1.1,120.54,0
30,13,0,0,21,2,19.5,7,0,0,5,540.86,1.1,94.72,0
30,14,18,1,19,1,19.5,7,0,1,3,595.3,1.1,121.46,0
30,15,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.1,"NA","NA"
30,16,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.1,"NA","NA"
31,1,0,0,0,0,"NA",7,0,0,6,617.77,1.7,111.45,0
31,2,"NA","NA","NA","NA","NA",7,0,0,11,488.88,1.7,97.06,0
31,3,0,0,21,4,"NA",7,0,0,4,672.42,1.7,117.73,0
31,4,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.7,"NA","NA"
31,5,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.7,"NA","NA"
31,6,"NA","NA","NA","NA","NA",7,0,0,9,540.49,1.7,102.83,0
31,7,"NA","NA","NA","NA","NA",7,0,0,0,772.66,1.7,128.77,0
31,8,"NA","NA","NA","NA","NA",7,0,0,23,99.77,1.7,49.21,0
31,9,0,0,0,0,"NA",7,0,0,0,854.66,1.7,142.44,0
31,10,"NA","NA","NA","NA","NA",7,0,0,0,779.72,1.7,129.95,0
31,11,0,0,20,3,"NA",7,0,0,8,497.89,1.7,94.31,0
31,12,"NA","NA","NA","NA","NA",7,0,0,3,712.8,1.7,123.04,0
31,13,"NA","NA","NA","NA","NA",7,0,0,5,657.53,1.7,116.67,0
31,14,"NA","NA","NA","NA","NA",7,0,0,3,719.45,1.7,124.15,0
31,15,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.7,"NA","NA"
31,16,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.7,"NA","NA"
32,1,0,0,0,0,19.5,7,0,0,6,751.51,1.7,133.74,0
32,2,0,0,30,11,19.5,7,0,0,11,605.35,1.7,116.47,0
32,3,0,0,22,4,19.5,7,0,0,4,813.7,1.7,141.28,0
32,4,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.7,"NA","NA"
32,5,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.7,"NA","NA"
32,6,"NA","NA","NA","NA",19.5,7,0,0,9,663.88,1.7,123.39,0
32,7,"NA","NA","NA","NA",19.5,7,0,0,0,927.19,1.7,154.53,0
32,8,20.1,4,0,0,19.5,7,4,0,27,72.02,1.7,-27.75,0
32,9,"NA","NA","NA","NA",19.5,7,0,0,0,1025.59,1.7,170.93,0
32,10,"NA","NA","NA","NA",19.5,7,0,0,0,935.66,1.7,155.94,0
32,11,0,0,19.5,5,19.5,7,0,4,4,697.86,1.7,199.97,0
32,12,"NA","NA","NA","NA",19.5,7,0,0,3,860.45,1.7,147.65,0
32,13,0,0,0,0,19.5,7,0,0,5,797.53,1.7,140,0
32,14,5,1,20,1,19.5,7,0,0,3,868.43,1.7,148.98,0
32,15,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.7,"NA","NA"
32,16,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.7,"NA","NA"
33,1,"NA","NA","NA","NA",20,7,0,0,6,908.41,1.1,156.9,0
33,2,"NA","NA","NA","NA",20,7,0,0,11,738.52,1.1,133.17,0
33,3,0,0,20,4,20,7,0,1,3,1003.74,1.1,190.04,0
33,4,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.1,"NA","NA"
33,5,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.1,"NA","NA"
33,6,13,5,20,9,20,7,0,0,9,806.55,1.1,142.67,0
33,7,"NA","NA","NA","NA",20,7,0,0,0,1112.62,1.1,185.43,0
33,8,"NA","NA","NA","NA",20,7,0,0,27,116.12,1.1,44.1,0
33,9,6,20,0,0,20,7,0,0,0,1230.7,1.1,205.11,0
33,10,"NA","NA","NA","NA",20,7,0,0,0,1122.79,1.1,187.13,0
33,11,"NA","NA","NA","NA",20,7,0,0,4,841.83,1.1,143.97,0
33,12,"NA","NA","NA","NA",20,7,0,0,3,1035.84,1.1,175.39,0
33,13,19.8,1,0,0,20,7,0,0,5,962.53,1.1,165,0
33,14,20,1,21,1,20,7,1,0,4,1022.51,1.1,154.08,0
33,15,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.1,"NA","NA"
33,16,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.1,"NA","NA"
34,1,0,0,0,0,"NA",7,0,0,6,1100.28,1.7,191.87,0
34,2,"NA","NA","NA","NA","NA",7,0,0,11,904.92,1.7,166.4,0
34,3,0,0,20,3,"NA",7,0,0,3,1209.57,1.7,205.83,0
34,4,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.7,"NA","NA"
34,5,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.7,"NA","NA"
34,6,13,5,19.5,9,"NA",7,0,0,9,983.16,1.7,176.61,0
34,7,"NA","NA","NA","NA","NA",7,0,0,0,1335.14,1.7,222.52,0
34,8,"NA","NA","NA","NA","NA",7,0,0,27,185.24,1.7,69.12,0
34,9,6,20,0,0,"NA",7,0,0,0,1476.84,1.7,246.14,0
34,10,"NA","NA","NA","NA","NA",7,0,0,0,1347.34,1.7,224.55,0
34,11,"NA","NA","NA","NA","NA",7,0,0,4,1016.99,1.7,175.16,0
34,12,"NA","NA","NA","NA","NA",7,0,0,3,1248.09,1.7,212.25,0
34,13,"NA","NA","NA","NA","NA",7,0,0,5,1163.53,1.7,201,0
34,14,"NA","NA","NA","NA","NA",7,0,0,4,1233.81,1.7,211.3,0
34,15,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.7,"NA","NA"
34,16,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.7,"NA","NA"
35,1,0,0,0,0,12,7,0,0,6,1326.93,1.1,226.65,0
35,2,0,0,30,11,12,7,0,0,11,1098,1.1,193.08,0
35,3,0,0,20,3,12,7,0,0,3,1454.78,1.1,245.21,0
35,4,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.1,"NA","NA"
35,5,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.1,"NA","NA"
35,6,10.5,3,15.5,9,12,7,0,0,9,1189.69,1.1,206.53,0
35,7,"NA","NA","NA","NA",12,7,0,0,0,1602.16,1.1,267.02,0
35,8,0,0,12,27,12,7,0,4,23,305.18,1.1,119.94,0
35,9,"NA","NA","NA","NA",12,7,0,0,0,1772.2,1.1,295.36,0
35,10,"NA","NA","NA","NA",12,7,0,0,0,1616.8,1.1,269.46,0
35,11,0,0,17,4,12,7,0,0,4,1224.78,1.1,207.79,0
35,12,"NA","NA","NA","NA",12,7,0,0,3,1501,1.1,252.91,0
35,13,22.5,1,0,0,12,7,1,0,6,1388.43,1.1,224.9,0
35,14,20,3,21,4,12,7,3,0,7,1445.07,1.1,211.26,0
35,15,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.1,"NA","NA"
35,16,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.1,"NA","NA"
36,1,0,0,0,0,"NA",7,0,0,6,1598.91,1.1,271.98,0
36,2,0,0,0,0,"NA",7,0,0,11,1329.7,1.1,231.7,0
36,3,0,0,20,3,"NA",7,0,0,3,1749.03,1.1,294.25,0
36,4,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.1,"NA","NA"
36,5,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.1,"NA","NA"
36,6,10.5,12,15.5,9,"NA",7,0,0,9,1437.52,1.1,247.83,0
36,7,"NA","NA","NA","NA","NA",7,0,0,0,1922.59,1.1,320.43,0
36,8,0,0,15,23,"NA",7,0,0,23,391.51,1.1,86.33,0
36,9,6,20,0,0,"NA",7,0,0,0,2126.64,1.1,354.44,0
36,10,12.5,6,0,0,"NA",7,0,0,0,1940.16,1.1,323.36,0
36,11,0,0,14,4,"NA",7,0,0,4,1474.13,1.1,249.35,0
36,12,"NA","NA","NA","NA","NA",7,0,0,3,1804.5,1.1,303.5,0
36,13,0,0,0,0,"NA",7,0,0,6,1672.71,1.1,284.28,0
36,14,12,4,19.5,7,"NA",7,0,0,7,1741.78,1.1,296.71,0
36,15,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.1,"NA","NA"
36,16,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.1,"NA","NA"
37,1,0,0,0,0,11,7,0,0,6,1928.88,1.7,329.97,0
37,2,"NA","NA","NA","NA",11,7,0,0,11,1614.34,1.7,284.64,0
37,3,0,0,20,3,11,7,0,0,3,2103.92,1.7,354.89,0
37,4,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.7,"NA","NA"
37,5,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.7,"NA","NA"
37,6,8,20,12.9,9,11,7,0,0,9,1740.32,1.7,302.8,0
37,7,"NA","NA","NA","NA",11,7,0,0,0,2307.1,1.7,384.51,0
37,8,0,0,12,23,11,7,0,0,23,508.91,1.7,117.4,0
37,9,"NA","NA","NA","NA",11,7,0,0,0,2551.96,1.7,425.32,0
37,10,"NA","NA","NA","NA",11,7,0,0,0,2328.19,1.7,388.03,0
37,11,0,0,11,4,11,7,0,1,3,1787.24,1.7,313.11,0
37,12,"NA","NA","NA","NA",11,7,0,0,3,2170.49,1.7,365.99,0
37,13,"NA","NA","NA","NA",11,7,0,0,6,2017.44,1.7,344.73,0
37,14,11,1,20,4,11,7,1,0,8,2090.53,1.7,348.75,0
37,15,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.7,"NA","NA"
37,16,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.7,"NA","NA"
38,1,0,0,0,0,"NA",7,0,0,6,2324.84,1.7,395.96,0
38,2,"NA","NA","NA","NA","NA",7,0,0,11,1955.9,1.7,341.56,0
38,3,0,0,10,3,"NA",7,0,0,3,2529.79,1.7,425.87,0
38,4,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.7,"NA","NA"
38,5,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.7,"NA","NA"
38,6,8.2,20,11.9,9,"NA",7,0,0,9,2103.68,1.7,363.36,0
38,7,"NA","NA","NA","NA","NA",7,0,0,0,2768.52,1.7,461.42,0
38,8,"NA","NA","NA","NA","NA",7,0,0,23,649.79,1.7,140.88,0
38,9,"NA","NA","NA","NA","NA",7,0,0,0,3062.35,1.7,510.39,0
38,10,8,20,0,0,"NA",7,0,0,0,2793.82,1.7,465.63,0
38,11,0,0,9,3,"NA",7,0,0,3,2149.77,1.7,362.53,0
38,12,"NA","NA","NA","NA","NA",7,0,0,3,2609.67,1.7,439.18,0
38,13,"NA","NA","NA","NA","NA",7,0,0,6,2431.11,1.7,413.67,0
38,14,8.5,6,9.5,8,"NA",7,0,0,8,2522.23,1.7,431.7,0
38,15,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.7,"NA","NA"
38,16,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.7,"NA","NA"
39,1,0,0,0,0,"NA",7,0,0,6,2796.4,1.1,471.56,0
39,2,0,0,8.35,11,"NA",7,0,0,11,2359.18,1.1,403.28,0
39,3,0,0,10,3,"NA",7,0,0,3,3039.04,1.1,509.25,0
39,4,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.1,"NA","NA"
39,5,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.1,"NA","NA"
39,6,7.5,20,9.1,9,"NA",7,0,0,9,2534.31,1.1,430.63,0
39,7,8,6,0,0,"NA",7,0,0,0,3322.22,1.1,553.7,0
39,8,8,20,9,23,"NA",7,0,0,23,805.04,1.1,155.25,0
39,9,7,20,0,0,"NA",7,0,0,0,3674.82,1.1,612.47,0
39,10,7,20,0,0,"NA",7,0,0,0,3352.58,1.1,558.76,0
39,11,0,0,9,3,"NA",7,0,0,3,2583.02,1.1,433.25,0
39,12,0,0,0,0,"NA",7,0,0,3,3134.9,1.1,525.23,0
39,13,0,0,0,0,"NA",7,0,0,6,2923.93,1.1,492.82,0
39,14,8,6,12,8,"NA",7,0,0,8,3035.47,1.1,513.24,0
39,15,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.1,"NA","NA"
39,16,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.1,"NA","NA"
40,1,0,0,0,0,8,7,0,0,6,3362.28,1.1,607.88,3994.37
40,2,0,0,7.45,11,8,7,0,11,0,2936.61,1.1,577.43,3557.43
40,3,0,0,0,0,8,7,0,0,3,3650.14,1.1,632.1,4181.14
40,4,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.1,"NA","NA"
40,5,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.1,"NA","NA"
40,6,7.2,20,7.9,9,8,7,0,9,0,3127.57,1.1,593.26,3744.32
40,7,7,6,0,0,8,7,0,0,0,3986.66,1.1,664.44,4596.58
40,8,8,20,9,23,8,7,15,0,38,863.84,1.1,324.8,1553.38
40,9,"NA","NA","NA","NA",8,7,0,0,0,4409.78,1.1,734.96,5038.74
40,10,7,20,0,0,8,7,0,0,0,4023.09,1.1,670.51,4650.86
40,11,0,0,0,0,8,7,0,0,3,3102.92,1.1,540.9,3683.6
40,12,"NA","NA","NA","NA",8,7,0,0,3,3765.18,1.1,651.28,4376.27
40,13,0,0,0,0,8,7,0,0,6,3515.31,1.1,633.38,4147.4
40,14,8,5,9.5,8,8,7,5,0,13,3608.86,1.1,664.39,4289.95
40,15,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.1,"NA","NA"
40,16,"NA","NA","NA","NA","NA",7,"NA","NA","NA","NA",1.1,"NA","NA"
